locus_tag	ftype	gene	product	EC_number	COG
AENJPLPP_01590	CDS		hypothetical protein		
AENJPLPP_01591	CDS	kup	Low affinity potassium transport system protein kup		
AENJPLPP_01592	CDS		hypothetical protein		
AENJPLPP_01593	CDS	dinF	DNA damage-inducible protein F		COG0534
AENJPLPP_01594	CDS		hypothetical protein		
AENJPLPP_01595	CDS	ctc	General stress protein CTC		COG1825
AENJPLPP_01596	CDS	rsuA	Ribosomal small subunit pseudouridine synthase A	5.4.99.19	COG1187
AENJPLPP_01597	CDS	yfnB_2	Putative HAD-hydrolase YfnB	3.-.-.-	COG1011
AENJPLPP_01598	CDS	udk	Uridine kinase	2.7.1.48	COG0572
AENJPLPP_01599	CDS		hypothetical protein		
AENJPLPP_01600	CDS		IS3 family transposase ISEnfa3		
AENJPLPP_01601	CDS		hypothetical protein		
AENJPLPP_01602	CDS		hypothetical protein		
AENJPLPP_01603	CDS		hypothetical protein		
AENJPLPP_01604	CDS		hypothetical protein		
AENJPLPP_01605	CDS		hypothetical protein		
AENJPLPP_01606	CDS	ubiB	putative protein kinase UbiB	2.7.-.-	COG0661
AENJPLPP_01607	CDS		hypothetical protein		
AENJPLPP_01608	CDS	ddl	D-alanine--D-alanine ligase	6.3.2.4	COG1181
AENJPLPP_01609	CDS	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	COG0770
AENJPLPP_01610	CDS	cshA	ATP-dependent RNA helicase CshA	3.6.4.13	COG0513
AENJPLPP_01611	CDS	acpS	Holo-[acyl-carrier-protein] synthase	2.7.8.7	COG0736
AENJPLPP_01612	CDS	alr	Alanine racemase	5.1.1.1	COG0787
AENJPLPP_01613	CDS	ndoA	Endoribonuclease EndoA	3.1.27.-	COG2337
AENJPLPP_01614	CDS	rpsN2_2	Alternate 30S ribosomal protein S14		COG0199
AENJPLPP_01615	CDS		Zinc-type alcohol dehydrogenase-like protein		
AENJPLPP_01616	CDS		hypothetical protein		
AENJPLPP_01617	CDS	kimA	Potassium transporter KimA		COG0531
AENJPLPP_01618	CDS		hypothetical protein		
AENJPLPP_01619	CDS		hypothetical protein		
AENJPLPP_01620	CDS		hypothetical protein		
AENJPLPP_01621	CDS		hypothetical protein		
AENJPLPP_01622	CDS	opuCD	Glycine betaine/carnitine/choline transport system permease protein OpuCD		COG1174
AENJPLPP_01623	CDS	opuCC	Glycine betaine/carnitine/choline-binding protein OpuCC		COG1732
AENJPLPP_01624	CDS	opuCB	Carnitine transport permease protein OpuCB		COG1174
AENJPLPP_01625	CDS	opuCA_2	Carnitine transport ATP-binding protein OpuCA	7.6.2.9	COG1125
AENJPLPP_01626	CDS	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	2.4.99.17	COG0809
AENJPLPP_01627	CDS	yoaB	Calcium-transporting ATPase 1	7.2.2.10	COG0474
AENJPLPP_01628	CDS		Calcium-transporting ATPase 1	7.2.2.10	
AENJPLPP_01629	CDS		hypothetical protein		
AENJPLPP_01630	CDS	tgt	Queuine tRNA-ribosyltransferase	2.4.2.29	
AENJPLPP_01631	CDS		hypothetical protein		
AENJPLPP_01632	CDS		IS1380 family transposase IS1678		
AENJPLPP_01633	CDS	adhE	Aldehyde-alcohol dehydrogenase		COG1012
AENJPLPP_01634	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01635	CDS		hypothetical protein		
AENJPLPP_01636	CDS	rhaB	Rhamnulokinase	2.7.1.5	
AENJPLPP_01637	CDS	rhaA	L-rhamnose isomerase	5.3.1.14	COG4806
AENJPLPP_01638	CDS	rhaD	Rhamnulose-1-phosphate aldolase	4.1.2.19	COG0235
AENJPLPP_01639	CDS	rhaM	L-rhamnose mutarotase	5.1.3.32	COG3254
AENJPLPP_01640	CDS	fucO	Lactaldehyde reductase	1.1.1.77	COG1454
AENJPLPP_01641	CDS	iclR	Transcriptional repressor IclR		COG1414
AENJPLPP_01642	CDS	kdgA	KHG/KDPG aldolase		COG0800
AENJPLPP_01643	CDS	kdgK	2-dehydro-3-deoxygluconokinase	2.7.1.45	
AENJPLPP_01644	CDS	kduI1	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1	5.3.1.17	COG3717
AENJPLPP_01645	CDS		hypothetical protein		
AENJPLPP_01646	CDS	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	1.1.1.127	
AENJPLPP_01647	CDS	fni	Isopentenyl-diphosphate delta-isomerase	5.3.3.2	
AENJPLPP_01648	CDS		Phosphomevalonate kinase	2.7.4.2	
AENJPLPP_01649	CDS		hypothetical protein		
AENJPLPP_01650	CDS	galK_1	Galactokinase	2.7.1.6	
AENJPLPP_01651	CDS		Deoxyguanosine kinase	2.7.1.113	COG1428
AENJPLPP_01652	CDS		hypothetical protein		
AENJPLPP_01653	CDS		hypothetical protein		
AENJPLPP_01654	CDS	infC	Translation initiation factor IF-3		
AENJPLPP_01655	CDS	rpmI	50S ribosomal protein L35		COG0291
AENJPLPP_01656	CDS	rplT	50S ribosomal protein L20		COG0292
AENJPLPP_01657	CDS		hypothetical protein		
AENJPLPP_01658	CDS		hypothetical protein		
AENJPLPP_01659	CDS		hypothetical protein		
AENJPLPP_01660	CDS	rspR_2	HTH-type transcriptional repressor RspR		COG1802
AENJPLPP_01661	CDS		hypothetical protein		
AENJPLPP_01662	CDS		1,4-dihydroxy-2-naphthoyl-CoA hydrolase	3.1.2.28	
AENJPLPP_01663	CDS	nnrD	ADP-dependent (S)-NAD(P)H-hydrate dehydratase	4.2.1.136	COG0063
AENJPLPP_01664	CDS	pepV	Beta-Ala-Xaa dipeptidase	3.4.13.-	
AENJPLPP_01665	CDS		hypothetical protein		
AENJPLPP_01666	CDS		3-sulfolactaldehyde dehydrogenase	1.2.1.97	
AENJPLPP_01667	CDS		hypothetical protein		
AENJPLPP_01668	CDS		hypothetical protein		
AENJPLPP_01669	CDS	pepA	Glutamyl aminopeptidase	3.4.11.7	COG1363
AENJPLPP_01670	CDS	ytpP	Thioredoxin-like protein YtpP		
AENJPLPP_01671	CDS		Putative universal stress protein		
AENJPLPP_01672	CDS		hypothetical protein		
AENJPLPP_01673	CDS	htrA	Serine protease Do-like HtrA	3.4.21.107	COG0265
AENJPLPP_01674	CDS	rlmH	Ribosomal RNA large subunit methyltransferase H	2.1.1.177	COG1576
AENJPLPP_01675	CDS		IS3 family transposase IS1485		
AENJPLPP_01676	CDS		IS3 family transposase IS1485		
AENJPLPP_01677	CDS		hypothetical protein		
AENJPLPP_01678	CDS		IS982 family transposase ISEfm1		
AENJPLPP_01679	CDS	rhaR_5	HTH-type transcriptional activator RhaR		
AENJPLPP_01680	CDS	agaA_2	Alpha-galactosidase AgaA	3.2.1.22	
AENJPLPP_01681	CDS		hypothetical protein		
AENJPLPP_01682	CDS		IS1380 family transposase IS1678		
AENJPLPP_01683	CDS		IS256 family transposase ISEf1		
AENJPLPP_01684	CDS		IS256 family transposase ISEf1		
AENJPLPP_01685	CDS		hypothetical protein		
AENJPLPP_01686	CDS		hypothetical protein		
AENJPLPP_01687	CDS		hypothetical protein		
AENJPLPP_01688	CDS		IS1380 family transposase IS1678		
AENJPLPP_01689	CDS		hypothetical protein		
AENJPLPP_01690	CDS		hypothetical protein		
AENJPLPP_01691	CDS		hypothetical protein		
AENJPLPP_01692	CDS		hypothetical protein		
AENJPLPP_01693	CDS		hypothetical protein		
AENJPLPP_01694	CDS		hypothetical protein		
AENJPLPP_01695	CDS		hypothetical protein		
AENJPLPP_01696	CDS		hypothetical protein		
AENJPLPP_01697	CDS		hypothetical protein		
AENJPLPP_01698	CDS		hypothetical protein		
AENJPLPP_01699	CDS		hypothetical protein		
AENJPLPP_01700	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01701	CDS		hypothetical protein		
AENJPLPP_01702	CDS		hypothetical protein		
AENJPLPP_01703	CDS	norR_1	Anaerobic nitric oxide reductase transcription regulator NorR		
AENJPLPP_01704	CDS	sorB_2	PTS system sorbose-specific EIIB component	2.7.1.206	COG3444
AENJPLPP_01705	CDS	agaC_1	N-acetylgalactosamine permease IIC component 1		COG3715
AENJPLPP_01706	CDS	manZ_2	PTS system mannose-specific EIID component		COG3716
AENJPLPP_01707	CDS		hypothetical protein		
AENJPLPP_01708	CDS		hypothetical protein		
AENJPLPP_01709	CDS	gmuE_2	Putative fructokinase	2.7.1.4	COG1940
AENJPLPP_01710	CDS		hypothetical protein		
AENJPLPP_01711	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01712	CDS		IS630 family transposase ISBs2		
AENJPLPP_01713	CDS		IS630 family transposase IS642		
AENJPLPP_01714	CDS		hypothetical protein		
AENJPLPP_01715	CDS	sstT	Serine/threonine transporter SstT		COG3633
AENJPLPP_01716	CDS		hypothetical protein		
AENJPLPP_01717	CDS	manR_2	Transcriptional regulator ManR		COG1762
AENJPLPP_01718	CDS		hypothetical protein		
AENJPLPP_01719	CDS		hypothetical protein		
AENJPLPP_01720	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01721	CDS		hypothetical protein		
AENJPLPP_01722	CDS	paiA	Spermidine/spermine N(1)-acetyltransferase	2.3.1.57	COG0454
AENJPLPP_01723	CDS		hypothetical protein		
AENJPLPP_01724	CDS		hypothetical protein		
AENJPLPP_01725	CDS		hypothetical protein		
AENJPLPP_01726	CDS		hypothetical protein		
AENJPLPP_01727	CDS	pbuG	Guanine/hypoxanthine permease PbuG		COG2252
AENJPLPP_01728	CDS	malL_2	Oligo-1,6-glucosidase	3.2.1.10	COG0366
AENJPLPP_01729	CDS		hypothetical protein		
AENJPLPP_01730	CDS		putative oxidoreductase	1.-.-.-	
AENJPLPP_01731	CDS	hchA	Protein/nucleic acid deglycase 1	3.1.2.-	COG0693
AENJPLPP_01732	CDS	npr_1	NADH peroxidase	1.11.1.1	COG0446
AENJPLPP_01733	CDS		hypothetical protein		
AENJPLPP_01734	CDS	glpK	Glycerol kinase	2.7.1.30	COG0554
AENJPLPP_01735	CDS	glpO	Alpha-glycerophosphate oxidase	1.1.3.21	COG0578
AENJPLPP_01736	CDS	glpF	Glycerol uptake facilitator protein		COG0580
AENJPLPP_01737	CDS	mutS2_1	Endonuclease MutS2	3.1.-.-	
AENJPLPP_01738	CDS	pgsA2	Putative cardiolipin synthase	2.7.8.41	COG0558
AENJPLPP_01739	CDS		hypothetical protein		
AENJPLPP_01740	CDS		hypothetical protein		
AENJPLPP_01741	CDS	glpE	Thiosulfate sulfurtransferase GlpE	2.8.1.1	
AENJPLPP_01742	CDS	cdr_1	Coenzyme A disulfide reductase	1.8.1.14	
AENJPLPP_01743	CDS	helD_2	DNA helicase IV	3.6.4.12	COG3973
AENJPLPP_01744	CDS		hypothetical protein		
AENJPLPP_01745	CDS		hypothetical protein		
AENJPLPP_01746	CDS	pgaC	Poly-beta-1,6-N-acetyl-D-glucosamine synthase	2.4.1.-	COG1215
AENJPLPP_01747	CDS		hypothetical protein		
AENJPLPP_01748	CDS		hypothetical protein		
AENJPLPP_01749	CDS	dhaM-2	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM	2.7.1.121	COG3412
AENJPLPP_01750	CDS	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	2.7.1.121	COG2376
AENJPLPP_01751	CDS	dhaL	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	2.7.1.121	COG2376
AENJPLPP_01752	CDS		hypothetical protein		
AENJPLPP_01753	CDS	anr	Transcriptional activator protein Anr		
AENJPLPP_01754	CDS		Multidrug efflux system permease protein		COG3559
AENJPLPP_01755	CDS		Multidrug efflux system ATP-binding protein	7.6.2.-	COG1131
AENJPLPP_01756	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01757	CDS	artM_3	Arginine transport ATP-binding protein ArtM		COG1126
AENJPLPP_01758	CDS		hypothetical protein		
AENJPLPP_01759	CDS		hypothetical protein		
AENJPLPP_01760	CDS	tyrS1	Tyrosine--tRNA ligase 1	6.1.1.1	COG0162
AENJPLPP_01761	CDS		hypothetical protein		
AENJPLPP_01762	CDS	gadC_2	putative glutamate/gamma-aminobutyrate antiporter		COG0531
AENJPLPP_01763	CDS	nhaC_1	Na(+)/H(+) antiporter NhaC		COG1757
AENJPLPP_01764	CDS	nhaC_2	Na(+)/H(+) antiporter NhaC		COG1757
AENJPLPP_01765	CDS	ccpA_1	Catabolite control protein A		COG1609
AENJPLPP_01766	CDS	mro_1	Aldose 1-epimerase	5.1.3.3	COG2017
AENJPLPP_01767	CDS	pgmB	Beta-phosphoglucomutase	5.4.2.6	COG0637
AENJPLPP_01768	CDS	malP	Maltose phosphorylase	2.4.1.8	
AENJPLPP_01769	CDS	ptsG_3	PTS system glucose-specific EIICBA component	2.7.1.199	COG1263
AENJPLPP_01770	CDS	mapP	Maltose 6'-phosphate phosphatase	3.1.3.90	
AENJPLPP_01771	CDS		hypothetical protein		
AENJPLPP_01772	CDS		IS1380 family transposase IS1678		
AENJPLPP_01773	CDS		hypothetical protein		
AENJPLPP_01774	CDS	yiaC	Peptidyl-lysine N-acetyltransferase YiaC	2.3.1.-	COG0454
AENJPLPP_01775	CDS	padC	Phenolic acid decarboxylase PadC	4.1.1.102	COG3479
AENJPLPP_01776	CDS		hypothetical protein		
AENJPLPP_01777	CDS		hypothetical protein		
AENJPLPP_01778	CDS	emrB	Multidrug export protein EmrB		
AENJPLPP_01779	CDS		hypothetical protein		
AENJPLPP_01780	CDS		hypothetical protein		
AENJPLPP_01781	CDS		hypothetical protein		
AENJPLPP_01782	CDS	vdcB	putative UbiX-like flavin prenyltransferase	2.5.1.129	
AENJPLPP_01783	CDS	lpdC	Gallate decarboxylase	4.1.1.59	COG0043
AENJPLPP_01784	CDS		hypothetical protein		
AENJPLPP_01785	CDS	btuD_4	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
AENJPLPP_01786	CDS	hssR	Heme response regulator HssR		
AENJPLPP_01787	CDS	sasA_3	Adaptive-response sensory-kinase SasA	2.7.-.-	
AENJPLPP_01788	CDS	gltC_2	HTH-type transcriptional regulator GltC		
AENJPLPP_01789	CDS	ydfK	putative membrane protein YdfK		COG1811
AENJPLPP_01790	CDS		hypothetical protein		
AENJPLPP_01791	CDS		hypothetical protein		
AENJPLPP_01792	CDS		hypothetical protein		
AENJPLPP_01793	CDS		hypothetical protein		
AENJPLPP_01794	CDS		hypothetical protein		
AENJPLPP_01795	CDS		hypothetical protein		
AENJPLPP_01796	CDS	bceA_1	Bacitracin export ATP-binding protein BceA		COG1136
AENJPLPP_01797	CDS	bceB_1	Bacitracin export permease protein BceB		COG0577
AENJPLPP_01798	CDS	mro_2	Aldose 1-epimerase	5.1.3.3	COG2017
AENJPLPP_01799	CDS		hypothetical protein		
AENJPLPP_01800	CDS	bglF_1	PTS system beta-glucoside-specific EIIBCA component		COG1263
AENJPLPP_01801	CDS	rbsD	D-ribose pyranase	5.4.99.62	COG1869
AENJPLPP_01802	CDS	rbsK	Ribokinase	2.7.1.15	
AENJPLPP_01803	CDS	degA_2	HTH-type transcriptional regulator DegA		COG1609
AENJPLPP_01804	CDS	yecD	Isochorismatase family protein YecD	3.-.-.-	COG1335
AENJPLPP_01805	CDS		putative ABC transporter ATP-binding protein		COG1136
AENJPLPP_01806	CDS		hypothetical protein		
AENJPLPP_01807	CDS	treA	Trehalose-6-phosphate hydrolase	3.2.1.93	COG0366
AENJPLPP_01808	CDS		hypothetical protein		
AENJPLPP_01809	CDS		hypothetical protein		
AENJPLPP_01810	CDS	agrA	Accessory gene regulator protein A		COG3279
AENJPLPP_01811	CDS		hypothetical protein		
AENJPLPP_01812	CDS		hypothetical protein		
AENJPLPP_01813	CDS	agrB	Accessory gene regulator protein B	3.4.-.-	COG4512
AENJPLPP_01814	CDS		hypothetical protein		
AENJPLPP_01815	CDS		Deoxyguanosine kinase	2.7.1.113	COG1428
AENJPLPP_01816	CDS		hypothetical protein		
AENJPLPP_01817	CDS	yjcD	Putative ATP-dependent DNA helicase YjcD	3.6.4.12	COG0210
AENJPLPP_01818	CDS	spxA_4	Regulatory protein Spx		COG1393
AENJPLPP_01819	CDS	spxA_5	Regulatory protein Spx		COG1393
AENJPLPP_01820	CDS	bsaA	Glutathione peroxidase BsaA		
AENJPLPP_01821	CDS	luxS	S-ribosylhomocysteine lyase	4.4.1.21	COG1854
AENJPLPP_01822	CDS	metB	Cystathionine gamma-synthase	2.5.1.48	COG0626
AENJPLPP_01823	CDS	cysM	Cysteine synthase	2.5.1.47	COG0031
AENJPLPP_01824	CDS	efp	Elongation factor P		
AENJPLPP_01825	CDS	lysA	Diaminopimelate decarboxylase	4.1.1.20	COG0019
AENJPLPP_01826	CDS	dapF	Diaminopimelate epimerase	5.1.1.7	COG0253
AENJPLPP_01827	CDS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7	COG0329
AENJPLPP_01828	CDS	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8	COG0289
AENJPLPP_01829	CDS	dapH_2	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	2.3.1.89	COG2171
AENJPLPP_01830	CDS	asd	Aspartate-semialdehyde dehydrogenase	1.2.1.11	COG0136
AENJPLPP_01831	CDS	yclM	Aspartokinase 3	2.7.2.4	COG0527
AENJPLPP_01832	CDS	scmP	N-acetylcysteine deacetylase	3.5.1.-	COG1473
AENJPLPP_01833	CDS	dapX	putative N-acetyl-LL-diaminopimelate aminotransferase	2.6.1.-	COG0436
AENJPLPP_01834	CDS	npr_2	NADH peroxidase	1.11.1.1	COG0446
AENJPLPP_01835	CDS		hypothetical protein		
AENJPLPP_01836	CDS		IS3 family transposase ISEfa10		
AENJPLPP_01837	CDS		hypothetical protein		
AENJPLPP_01838	CDS		hypothetical protein		
AENJPLPP_01839	CDS	umuC_1	Protein UmuC		COG0389
AENJPLPP_01840	CDS	galK_2	Galactokinase	2.7.1.6	COG0153
AENJPLPP_01841	CDS	galM	Aldose 1-epimerase	5.1.3.3	COG2017
AENJPLPP_01842	CDS	lacS	Lactose permease		COG2190
AENJPLPP_01843	CDS	rhaS_2	HTH-type transcriptional activator RhaS		
AENJPLPP_01844	CDS	kefG	Glutathione-regulated potassium-efflux system ancillary protein KefG	1.6.5.2	
AENJPLPP_01845	CDS		hypothetical protein		
AENJPLPP_01846	CDS		hypothetical protein		
AENJPLPP_01847	CDS	yifK	putative transport protein YifK		COG1113
AENJPLPP_01848	CDS	scaC_2	Manganese import ATP-binding protein ScaC	7.2.2.5	COG1121
AENJPLPP_01849	CDS	mntB	Manganese transport system membrane protein MntB		
AENJPLPP_01850	CDS	ssaB_2	Manganese ABC transporter substrate-binding lipoprotein		COG0803
AENJPLPP_01851	CDS		hypothetical protein		
AENJPLPP_01852	CDS	queG	Epoxyqueuosine reductase	1.17.99.6	COG1600
AENJPLPP_01853	CDS		hypothetical protein		
AENJPLPP_01854	CDS	pckA	Phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	
AENJPLPP_01855	CDS	thiO	Glycine oxidase	1.4.3.19	COG0665
AENJPLPP_01856	CDS	ribZ_2	Riboflavin transporter RibZ		
AENJPLPP_01857	CDS		hypothetical protein		
AENJPLPP_01858	CDS	argR_2	Arginine repressor		
AENJPLPP_01859	CDS	algC	Phosphomannomutase/phosphoglucomutase	5.4.2.2	COG1109
AENJPLPP_01860	CDS		hypothetical protein		
AENJPLPP_01861	CDS	ohrB_1	Organic hydroperoxide resistance protein OhrB		COG1764
AENJPLPP_01862	CDS	rclA	putative pyridine nucleotide-disulfide oxidoreductase RclA		COG1249
AENJPLPP_01863	CDS		hypothetical protein		
AENJPLPP_01864	CDS	acuR	Transcriptional regulator AcuR		
AENJPLPP_01865	CDS		hypothetical protein		
AENJPLPP_01866	CDS		hypothetical protein		
AENJPLPP_01867	CDS		hypothetical protein		
AENJPLPP_01868	CDS		hypothetical protein		
AENJPLPP_01869	CDS	mazF	Endoribonuclease toxin MazF	3.1.27.-	COG2337
AENJPLPP_01870	CDS		hypothetical protein		
AENJPLPP_01871	CDS		hypothetical protein		
AENJPLPP_01872	CDS	ydbD	putative manganese catalase	1.11.1.6	COG3546
AENJPLPP_01873	CDS	araN_1	putative arabinose-binding protein		COG1653
AENJPLPP_01874	CDS	lacF_4	Lactose transport system permease protein LacF		
AENJPLPP_01875	CDS	araQ_4	L-arabinose transport system permease protein AraQ		COG0395
AENJPLPP_01876	CDS		hypothetical protein		
AENJPLPP_01877	CDS		hypothetical protein		
AENJPLPP_01878	CDS		hypothetical protein		
AENJPLPP_01879	CDS		hypothetical protein		
AENJPLPP_01880	CDS		hypothetical protein		
AENJPLPP_01881	CDS		hypothetical protein		
AENJPLPP_01882	CDS		hypothetical protein		
AENJPLPP_01883	CDS		hypothetical protein		
AENJPLPP_01884	CDS	graR	Response regulator protein GraR		COG0745
AENJPLPP_01885	CDS	graS	Sensor histidine kinase GraS	2.7.13.3	COG0642
AENJPLPP_01886	CDS	glcU_2	putative glucose uptake protein GlcU		COG4975
AENJPLPP_01887	CDS	yhdG	putative amino acid permease YhdG		COG0531
AENJPLPP_01888	CDS		TelA-like protein		
AENJPLPP_01889	CDS		hypothetical protein		
AENJPLPP_01890	CDS	act	Methanol dehydrogenase activator	3.-.-.-	
AENJPLPP_01891	CDS		hypothetical protein		
AENJPLPP_01892	CDS	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	3.2.2.9	COG0775
AENJPLPP_01893	CDS		hypothetical protein		
AENJPLPP_01894	CDS		hypothetical protein		
AENJPLPP_01895	CDS	pepO	Neutral endopeptidase	3.4.24.-	COG3590
AENJPLPP_01896	CDS		hypothetical protein		
AENJPLPP_01897	CDS	prs2	Putative ribose-phosphate pyrophosphokinase 2	2.7.6.1	
AENJPLPP_01898	CDS	iscS_1	Cysteine desulfurase IscS	2.8.1.7	
AENJPLPP_01899	CDS		hypothetical protein		
AENJPLPP_01900	CDS		hypothetical protein		
AENJPLPP_01901	CDS		hypothetical protein		
AENJPLPP_01902	CDS	mnmA	tRNA-specific 2-thiouridylase MnmA	2.8.1.13	COG0482
AENJPLPP_01903	CDS	arcD1_1	Arginine/ornithine antiporter ArcD1		COG0531
AENJPLPP_01904	CDS	vioD	Capreomycidine synthase	4.2.1.145	
AENJPLPP_01905	CDS	sbnD_2	Staphyloferrin B transporter		
AENJPLPP_01906	CDS		hypothetical protein		
AENJPLPP_01907	CDS		hypothetical protein		
AENJPLPP_01908	CDS	topB_2	DNA topoisomerase 3	5.6.2.1	COG0550
AENJPLPP_01909	CDS	yfdH	Prophage bactoprenol glucosyl transferase 	2.4.1.-	COG0463
AENJPLPP_01910	CDS	ogt	Methylated-DNA--protein-cysteine methyltransferase, constitutive	2.1.1.63	COG0350
AENJPLPP_01911	CDS		hypothetical protein		
AENJPLPP_01912	CDS		hypothetical protein		
AENJPLPP_01913	CDS	cysL	HTH-type transcriptional regulator CysL		COG0583
AENJPLPP_01914	CDS	rodA	Peptidoglycan glycosyltransferase RodA	2.4.1.129	COG0772
AENJPLPP_01915	CDS	mgsR	Regulatory protein MgsR		COG1393
AENJPLPP_01916	CDS	gcvH	Glycine cleavage system H protein		COG0509
AENJPLPP_01917	CDS	metN2	Methionine import ATP-binding protein MetN 2	3.6.3.-	COG1135
AENJPLPP_01918	CDS	metP_1	Methionine import system permease protein MetP		COG2011
AENJPLPP_01919	CDS	metQ_1	Methionine-binding lipoprotein MetQ		COG1464
AENJPLPP_01920	CDS		putative ABC transporter ATP-binding protein		
AENJPLPP_01921	CDS		hypothetical protein		
AENJPLPP_01922	CDS	sufS	Cysteine desulfurase SufS	2.8.1.7	COG0520
AENJPLPP_01923	CDS	iscU	Iron-sulfur cluster assembly scaffold protein IscU		COG0822
AENJPLPP_01924	CDS		hypothetical protein		
AENJPLPP_01925	CDS	xerC_7	Tyrosine recombinase XerC		
AENJPLPP_01926	CDS		hypothetical protein		
AENJPLPP_01927	CDS		hypothetical protein		
AENJPLPP_01928	CDS		hypothetical protein		
AENJPLPP_01929	CDS		hypothetical protein		
AENJPLPP_01930	CDS		hypothetical protein		
AENJPLPP_01931	CDS		hypothetical protein		
AENJPLPP_01932	CDS		hypothetical protein		
AENJPLPP_01933	CDS		hypothetical protein		
AENJPLPP_01934	CDS		hypothetical protein		
AENJPLPP_01935	CDS		hypothetical protein		
AENJPLPP_01936	CDS		hypothetical protein		
AENJPLPP_01937	CDS		IS1182 family transposase ISEfa7		
AENJPLPP_01938	CDS		hypothetical protein		
AENJPLPP_01939	CDS		hypothetical protein		
AENJPLPP_01940	CDS	yknY	putative ABC transporter ATP-binding protein YknY	3.6.3.-	COG1136
AENJPLPP_01941	CDS		hypothetical protein		
AENJPLPP_01942	CDS	prsA_3	Foldase protein PrsA	5.2.1.8	
AENJPLPP_01943	CDS		hypothetical protein		
AENJPLPP_01944	CDS		Putative lipid kinase	2.7.1.-	COG1597
AENJPLPP_01945	CDS		hypothetical protein		
AENJPLPP_01946	CDS		hypothetical protein		
AENJPLPP_01947	CDS		hypothetical protein		
AENJPLPP_01948	CDS		hypothetical protein		
AENJPLPP_01949	CDS		hypothetical protein		
AENJPLPP_01950	CDS		hypothetical protein		
AENJPLPP_01951	CDS		hypothetical protein		
AENJPLPP_01952	CDS		hypothetical protein		
AENJPLPP_01953	CDS	strA	Sortase A	3.4.22.-	COG3764
AENJPLPP_01954	CDS	licT_2	Transcription antiterminator LicT		COG3711
AENJPLPP_01955	CDS		hypothetical protein		
AENJPLPP_01956	CDS	bglF_2	PTS system beta-glucoside-specific EIIBCA component		COG1263
AENJPLPP_01957	CDS	bglH_1	Aryl-phospho-beta-D-glucosidase BglH	3.2.1.86	COG2723
AENJPLPP_01958	CDS		hypothetical protein		
AENJPLPP_01959	CDS	fruA_2	PTS system fructose-specific EIIB'BC component		COG1299
AENJPLPP_01960	CDS		hypothetical protein		
AENJPLPP_01961	CDS	yvdD	LOG family protein YvdD		COG1611
AENJPLPP_01962	CDS		hypothetical protein		
AENJPLPP_01963	CDS		Deoxyguanosine kinase	2.7.1.113	COG1428
AENJPLPP_01964	CDS		hypothetical protein		
AENJPLPP_01965	CDS		hypothetical protein		
AENJPLPP_01966	CDS	rbsR	Ribose operon repressor		COG1609
AENJPLPP_01967	CDS	gmuD_2	6-phospho-beta-glucosidase GmuD	3.2.1.86	COG2723
AENJPLPP_01968	CDS		hypothetical protein		
AENJPLPP_01969	CDS	ltaS1_2	Lipoteichoic acid synthase 1		COG1368
AENJPLPP_01970	CDS		hypothetical protein		
AENJPLPP_01971	CDS	ndk	Nucleoside diphosphate kinase	2.7.4.6	COG0105
AENJPLPP_01972	CDS	mgtA	Magnesium-transporting ATPase, P-type 1	7.2.2.14	COG0474
AENJPLPP_01973	CDS		Phosphorylated carbohydrates phosphatase	3.1.3.-	COG0637
AENJPLPP_01974	CDS		hypothetical protein		
AENJPLPP_01975	CDS	metN	Methionine import ATP-binding protein MetN	3.6.3.-	COG1135
AENJPLPP_01976	CDS	metP_2	Methionine import system permease protein MetP		COG2011
AENJPLPP_01977	CDS	metQ_2	D-methionine-binding lipoprotein MetQ		COG1464
AENJPLPP_01978	CDS	abgB	p-aminobenzoyl-glutamate hydrolase subunit B	3.5.1.-	COG1473
AENJPLPP_01979	CDS	nhaC_3	Na(+)/H(+) antiporter NhaC		COG1757
AENJPLPP_01980	CDS		hypothetical protein		
AENJPLPP_01981	CDS	yvbW	putative amino acid permease YvbW		COG1113
AENJPLPP_01982	CDS		hypothetical protein		
AENJPLPP_01983	CDS	panE	2-dehydropantoate 2-reductase	1.1.1.169	COG1893
AENJPLPP_01984	CDS	garK	Glycerate 2-kinase	2.7.1.165	COG1929
